Id;Label
MN0000756380;Blues Magoos
MN0001391868;Audrey Arno
MN0000232564;John Lennon
MN0000249559;Deryl Dodd
MN0000495861;Mindy McCready
MN0000625201;Alexander O'Neal
MN0000147315;Cypress Hill
MN0000270667;Live
MN0000144847;Eagles
MN0000962168;Dave Loggins
MN0000894962;The Postal Service
MN0000393789;Restless Heart Featuring Warren Hill
MN0000923033;Styx
MN0000029365;Trixter
MN0000567624;The Stylistics
MN0002907557;The Raindrops
MN0000646260;C.W. McCall
MN0000187437;Magazine 60
MN0000107249;Lakeside
MN0000357587;Positive K
MN0000936009;Heather Headley
MN0000411761;Nina Simone
MN0000195634;Dazz Band
MN0003243845;Messengers
MN0000895756;The Rattles
MN0000374126;Natalie Imbruglia
MN0000825883;Dierks Bentley
MN0000115140;Commander Cody And His Lost Planet Airmen
MN0000760977;The Five Stairsteps
MN0000080494;Billy Gilman
MN0000796710;Freda Payne
MN0000135059;Classics IV
MN0000283405;Mark Chesnutt
MN0000017387;Sixpence None The Richer
MN0000756492;Silver Condor
MN0000923323;3 Doors Down
MN0000462842;Obie Trice
MN0000210830;Jamie Foxx Featuring Twista
MN0000290945;Rocko
MN0000961234;Dave Matthews Band
MN0000812920;Dee Dee Sharp
MN0000543595;Candlebox
MN0000889097;Ric Ocasek
MN0000102050;The Kingston Trio
MN0000745316;Stanley Clarke
MN0000003170;Pablo Cruise
MN0000308871;Little Anthony & The Imperials
MN0000123132;Barbara Lewis
MN0000897205;Miki Howard
MN0002855999;Freddy King
MN0000064864;Biddu Orchestra
MN0000771638;Bonnie Guitar
MN0000137430;The Cover Girls
MN0000790509;Alphaville
MN0000010538;Spandau Ballet
MN0000011821;American Idol Finalists
MN0000409670;Melanie
MN0000053190;The Castells
MN0000745568;Seven Mary Three
MN0000243008;Weezer
MN0000759245;The Mad Lads
MN0000662692;Glenn Medeiros
MN0000670697;Dan Reed Network
MN0000933633;Mungo Jerry
MN0000154765;Sha Na Na
MN0000305335;Lisette Melendez
MN0000574102;Dashboard Confessional
MN0000301619;Portishead
MN0000171576;Charlie Dore
MN0000012595;American Hi-Fi
MN0000198426;Changing Faces
MN0000921965;The Ventures
MN0000300749;Sammy Kershaw
MN0000089058;Billy Ocean
MN0000149973;Barbara Lynn
MN0000422405;The Replacements
MN0000811388;John Farnham
MN0000348884;Ray Stevens
MN0000680476;Hole
MN0000234518;Louis Armstrong
MN0000478603;The Monkees
MN0000070534;Bill Cosby
MN0000781172;Jimmy Smith
MN0000834845;Love And Money
MN0000100160;The Kinks
MN0000925066;Montell Jordan
MN0000182897;Carrie Lucas
MN0000544965;Daniel Powter
MN0000869487;Ray Conniff
MN0000021747;Chuck Mangione
MN0000861687;Nelly Furtado
MN0000108826;Jackie Wilson
MN0000021744;Stephen Stills
MN0000848034;Jim Croce
MN0000567570;Thompson Twins
MN0000169795;Fiona Apple
MN0000299471;Scorpions
MN0000775288;Kut Klose
MN0000758630;Better Than Ezra
MN0000582930;David Gilmour
MN0000371436;Pure Sugar
MN0000267505;Jennifer Warnes
MN0000000674;P.J. Proby
MN0000861043;Ian Thomas
MN0000422664;The Scaffold
MN0000219203;U2
MN0000664378;Glen Campbell
MN0000330575;Neil Sedaka
MN0000836133;Valadiers
MN0000045972;Swing Out Sister
MN0000891911;Midnight Star
MN0000751160;Paul Shaffer
MN0000166033;Elvis Crespo
MN0000169536;Ferlin Husky
MN0000492162;The Prodigy
MN0000097384;Kings Of Leon
MN0000225960;Dean Parrish
MN0000844872;Pharoahe Monch
MN0000222244;Living In A Box
MN0000128143;Trey Songz
MN0000169088;Dr. Buzzard's Original Savannah Band
MN0000041899;The Blues Project
MN0000074520;The Hives
MN0000343947;Real Life
MN0000080384;Black Sheep
MN0002710354;707
MN0000020984;Shelley Fabares
MN0000837084;Roger Whittaker
MN0001896379;F.R. David
MN0001772529;Pockets
MN0000188342;Freddy Fender
MN0000814974;Del Reeves
MN0000763554;Bill Doggett
MN0000763551;The Chordettes
MN0000935413;Musical Youth
MN0000748088;Bert Kaempfert
MN0000940583;The Call
MN0000475650;The Outfield
MN0000041874;The Beach Boys
MN0000677575;Blaine Larsen
MN0000696015;Phoebe Snow
MN0000125121;The Dixie Drifter
MN0000097654;Kim Carnes
MN0000087853;Bobby McClure
MN0000580058;Aaron Tippin
MN0000070715;Bobby Darin
MN0000258955;Juvenile
MN0000669580;Major Harris
MN0000837886;Lit
MN0000089781;J-Kwon
MN0000874289;Menudo
MN0000664459;Da Brat
MN0000162487;Dixie Chicks
MN0000289058;Saigon Kick
MN0000651107;Marianne Faithfull
MN0000930642;Morris Day
MN0000747200;Troop
MN0000780625;Cracker
MN0000480086;Modest Mouse
MN0000204901;Sarah Vaughan
MN0000069761;The Irish Rovers
MN0000671746;Major Lance
MN0000072485;BT
MN0000531660;Stryper
MN0000355616;Poison
MN0000192436;Chairmen Of The Board
MN0000186978;Mack 10
MN0000654393;Canibus
MN0000504270;The Seekers
MN0000087210;Ian Lloyd
MN0000170381;Europe
MN0001511928;Iyaz
MN0002432296;Artists Stand Up To Cancer
MN0000162269;Faith Hill
MN0000205838;Dragonforce
MN0000785533;The Dukays
MN0000945196;Gerry Rafferty
MN0000224369;John Miles
MN0000959490;Dave Dudley
MN0000499623;Ozark Mountain Daredevils
MN0000170369;Lynyrd Skynyrd
MN0000788847;Evelyn Thomas
MN0001303654;Kevin Lamb
MN0000508443;Air Supply
MN0000890799;The McCoys
MN0000898275;Missing Persons
MN0001391253;Young Money
MN0000366681;Paramore
MN0000249303;Wet Willie
MN0000649435;Gerald Levert
MN0000801971;Bob Geldof
MN0000927650;Tiffany
MN0000254083;Wayne Wonder
MN0000682958;Peter Wolf
MN0000227697;Robbie Williams
MN0000884251;O-Town
MN0000488859;Millie Jackson
MN0000784759;Joanie Sommers
MN0000884412;Michael Johnson
MN0000801573;Doris Troy
MN0000033206;Andrea Martin
MN0000164093;Tammi Terrell
MN0000154927;Tony Terry
MN0000032401;Triumph
MN0000227675;Walter Jackson
MN0000852399;Jim Steinman
MN0000291043;Journey
MN0000028772;The 5th Dimension
MN0000477068;4 The Cause
MN0000780070;Jack Scott
MN0000548338;Cannonball Adderley
MN0000565727;Darrell Banks
MN0000944349;Cameo
MN0000135193;Earth Opera
MN0000264350;Sean Paul
MN0000667794;Gordon Lightfoot
MN0000294923;Judy Collins
MN0000829267;Loreena McKennitt
MN0000147635;Carly Simon
MN0000017136;Teddy Randazzo
MN0000937703;The Brothers Four
MN0000628467;Britney Spears
MN0000048622;The Marcels
MN0000317093;Nat King Cole
MN0000492521;Mina
MN0000081079;Keith Washington
MN0000868616;Nickelback
MN0000868617;Nicki French
MN0000812480;John Stewart
MN0000500612;Adam Sandler
MN0000569256;The Tams
MN0000203296;Vicki Lawrence
MN0000475431;Stray Cats
MN0000925450;Three Dog Night
MN0000591806;Adam Faith
MN0000476425;Mika
MN0000852062;Rozalla
MN0000949980;Giuffria
MN0000677857;Mannie Fresh
MN0000087597;Ian Hunter
MN0000081814;Billy Abbott
MN0000831448;Romeo Void
MN0000761002;The Falcons
MN0000044764;Blondie
MN0000162415;Dorothy Moore
MN0000058549;Elvis Costello
MN0001323485;Chris Andrews
MN0000408736;The Real McCoy
MN0000585690;Yankee Grey
MN0000567769;Saving Abel
MN0000674662;Manfred Mann
MN0000816900;Warren Zevon
MN0000256395;Diane Renay
MN0000799100;Great White
MN0000279337;Sade
MN0000498484;The Rembrandts
MN0000480472;Anita Bryant
MN0000520545;My Chemical Romance
MN0000787011;Barry McGuire
MN0000674262;Mandrill
MN0000624749;Buddy Starcher
MN0000090169;King Floyd
MN0000051140;The Love Generation
MN0000853655;Rick Ross Featuring Nelly & Avery Storm
MN0000800926;Emitt Rhodes
MN0000992857;Duffy
MN0000287080;Player
MN0000918682;The Surfaris
MN0000297894;Poco
MN0000085908;The Jarmels
MN0000016281;Tracy Chapman
MN0000201983;Westlife
MN0000754639;The Bell Notes
MN0000570108;Incredible Bongo Band
MN0000768010;The Ides Of March
MN0000085206;Kellee Patterson
MN0000517175;Justin Hayward
MN0000938878;Brownsville Station
MN0000115554;LSG
MN0000661795;DMX
MN0000221059;Jason Mraz
MN0000481057;Orchestral Manoeuvres In The Dark
MN0000031697;Andy Gibb
MN0000203639;Johnny Rivers
MN0000808546;Joe Public
MN0000029604;Shocking Blue
MN0000948832;Hannah Jones
MN0000477875;The Supremes
MN0000792348;E.U.
MN0000758444;Blur
MN0000655346;Gwen Guthrie
MN0000574119;Sugar Ray
MN0000834673;Linda Jones
MN0000405113;Ray Anthony
MN0000797452;Stage Dolls
MN0000830319;Hugh Masekela
MN0000240632;Al Casey
MN0000143951;Faron Young
MN0000776093;Kylie Minogue
MN0000815167;Warren G
MN0000450883;CSS
MN0000754251;Suzanne Vega
MN0000100116;Charlie Wilson
MN0000838524;Savoy Brown
MN0000222436;David Lee Roth
MN0000065231;Keith Martin
MN0000246376;Johnny Crawford
MN0000209517;Wilbert Harrison
MN0000010458;Alison Moyet
MN0000304102;Utah Saints
MN0000615826;Brenda Holloway
MN0000402249;Raphael Saadiq
MN0000158309;Pat Benatar
MN0000019873;Amii Stewart
MN0000156950;Chad Brock
MN0000201297;Foghat
MN0000175286;Dolly Parton
MN0000145669;Barbara Acklin
MN0000030928;Tevin Campbell
MN0000581644;The Spokesmen
MN0000000441;P.O.D.
MN0000866588;The New Radicals
MN0000920939;The Undisputed Truth
MN0000953430;Haysi Fantayzee
MN0001021310;Zac Brown Band
MN0000320845;Peter Frampton
MN0000725333;Yung Joc
MN0000284667;Robbie Nevil
MN0000536275;Sweet
MN0000934174;Brenda K. Starr
MN0000503242;Miranda Lambert
MN0000857621;Keane
MN0000599389;Mother's Finest
MN0000215513;Ciara
MN0000045560;The Mars Volta
MN0000011210;Tara Kemp
MN0000074302;The Jelly Beans
MN0000221235;David Laflamme
MN0000260212;Pet Shop Boys
MN0000178775;Figures On A Beach
MN0000473554;Olivia Newton-John
MN0000772567;Iron Butterfly
MN0001176481;The Alan Parsons Project
MN0000627026;Amy Winehouse
MN0000804289;Lynn Anderson
MN0000845196;Norman Connors
MN0000961529;Willie Tee
MN0000046814;Blake Shelton
MN0000762929;B.G. The Prince Of Rap
MN0000607028;Arthur Lyman
MN0000920338;702
MN0001582971;David Cook
MN0000132856;Crystal Waters
MN0000085915;Billy Joel
MN0000091549;Chevelle
MN0000070704;Big Mountain
MN0000372229;Queen Latifah
MN0000235923;Leif Garrett
MN0000258947;Various Artists
MN0000223746;David Soul
MN0000604489;Timmy T
MN0001762023;Janie Grant
MN0000131986;Jimmy Wayne
MN0000046727;Edwin Starr
MN0000772745;Incubus
MN0000858006;Quarterflash
MN0000152023;Everclear
MN0001715000;Danny Williams
MN0000188935;Central Line
MN0000883619;Red Rider
MN0000772981;Kim Mitchell
MN0000005501;System Of A Down
MN0001013375;The Script
MN0000033560;Suzi Quatro
MN0000073383;The Gap Band
MN0000078044;Bill Withers
MN0000087179;The Knack
MN0000753999;The Beau-Marks
MN0000165030;Channel Live
MN0000619536;Pretty Ricky
MN0000471156;Mickey Gilley
MN0000121012;Joe Budden
MN0000196965;Jeff Bates
MN0001061504;Frankie Miller
MN0000996025;Carolina Liar
MN0000069153;Joan Baez
MN0000334041;Mark Wills
MN0000591104;Mongo Santamaria
MN0000022928;Steppenwolf
MN0000784320;Curiosity Killed The Cat
MN0000472440;The Olympics
MN0000322733;Jermaine Dupri Featuring Nate Dogg
MN0000611797;Lady Sovereign
MN0000119393;L.A. Style
MN0000858710;Marty Robbins
MN0000737886;Enrique Iglesias
MN0000160690;En Vogue
MN0000483563;The Verve Pipe
MN0000852656;RuPaul
MN0000835648;Uriah Heep
MN0000574597;ABC
MN0000061226;Babyface
MN0000008110;Robert Maxwell
MN0000032620;The Astors
MN0000244254;Dennis Coffey
MN0000138760;Ric-A-Che
MN0000312782;Keith Carradine
MN0000194018;Del Shannon
MN0000203916;Ernie Maresca
MN0000374593;The Nashville Teens
MN0000059156;B.B. King
MN0000059537;Blue Cheer
MN0000490860;Three Days Grace
MN0000130171;Lana Cantrell
MN0000130173;Crowded House
MN0000170770;Erykah Badu
MN0000068551;Kenny Chesney
MN0000256528;Lucy Pearl
MN0000061044;Bobby Brown
MN0000061045;Bobby Caldwell
MN0000805661;Humble Pie
MN0000630603;The Browns
MN0000798248;Garth Brooks
MN0000195729;Champaign
MN0000545523;Gucci Mane Featuring Usher
MN0000220590;MC Lyte
MN0000067267;Billie Ray Martin
MN0000689326;Will To Power
MN0000437983;Frankie Smith
MN0000656541;OneRepublic
MN0000597516;Yvonne Elliman
MN0000150793;E-40
MN0003349614;Point Blank
MN0000087697;Kem
MN0000153443;Fabolous
MN0000146755;Cutting Crew
MN0001009342;Jake Owen
MN0000495338;Ace Of Base
MN0000296209;Sandy Nelson
MN0000789634;Clifford Curry
MN0000522377;Sting
MN0000211850;Jann Arden
MN0000164156;Tammy Cochran
MN0000746128;Steelheart
MN0000932922;Brass Construction
MN0000185669;Mac Davis
MN0000486047;Sublime
MN0000577627;The Who
MN0000251361;Dexys Midnight Runners
MN0000247691;Wendy Moten
MN0000031067;Solomon Burke
MN0000314113;Julie Andrews
MN0001564863;Gene Thomas
MN0000756349;Soulsister
MN0000350127;Royal Philharmonic Orchestra
MN0000325126;Phajja
MN0000366407;Nancy Sinatra
MN0000139741;Frankie Goes To Hollywood
MN0000746302;Train
MN0000940125;David Banner
MN0000312890;Justin Timberlake
MN0000224113;Joni James
MN0000575405;Willi One Blood
MN0000210323;Joe Tex
MN0000796734;Elton John
MN0000796736;Elvin Bishop
MN0000868289;Meco
MN0000021008;Trick Pony
MN0000847006;D4L
MN0000158656;Taking Back Sunday
MN0000691371;Avenged Sevenfold
MN0000055304;The Flamingos
MN0002689236;One Way
MN0000120521;Chuck Berry
MN0000517797;Toni Basil
MN0000077264;Bad English
MN0000664849;Gloria Gaynor
MN0000816418;Purple Ribbon All-Stars
MN0000190717;Mad Lion
MN0000203008;Rush
MN0000018977;Barry Manilow
MN0000524837;Mrs. Miller
MN0000320083;Mary MacGregor
MN0000768160;Billy Strange
MN0000159433;Take That
MN0000882956;Merry Clayton
MN0000048696;Silvetti
MN0000467382;Michael Penn
MN0000163229;Electric Light Orchestra
MN0000137904;Fefe Dobson
MN0000076025;Bobby Gregg
MN0002536669;Kid Cudi Vs Crookers
MN0000573870;The Troggs
MN0000279143;Ryan Duarte
MN0000924918;Sue Thompson
MN0000988944;Ferras
MN0000127360;Everything But The Girl
MN0001412272;Gary Stites
MN0000040666;Susan Raye
MN0000843106;Peter Sarstedt
MN0000921895;2Pac
MN0000578744;William Bell
MN0001572321;Tourists
MN0000665908;Good Charlotte
MN0000182415;Fugees
MN0000373634;Nas
MN0000812877;Deep Blue Something
MN0000858827;Queen
MN0000031685;Paul Simon
MN0000758943;Big Brother & The Holding Company
MN0000057827;The Main Ingredient
MN0000741336;Fruit De La Passion
MN0001690114;Paul Peek
MN0000208582;Lesley Gore
MN0000172154;Fire Inc.
MN0000788678;Earl Grant
MN0000743098;T.K. Hulin
MN0000317209;NKOTB
MN0000396154;Maxine Brown
MN0000154544;Green Day
MN0000665957;Harold Melvin & The Blue Notes
MN0000665958;Gogi Grant
MN0000770059;Born Jamericans
MN0000234192;John Kay
MN0000230478;Walter Wanderley
MN0000029884;Paul McCartney
MN0000359119;KRS-One
MN0000270497;Peter Schilling
MN0000599732;Arrested Development
MN0000562850;Lily Allen
MN0000270491;Joni Mitchell
MN0000884962;Regina Belle
MN0000782163;Jaheim
MN0000292243;Polly Brown
MN0000182302;Ray LaMontagne
MN0000367188;Rihanna
MN0000068155;The Chantels
MN0000390477;New Kids On The Block
MN0000473410;Michelle Shocked
MN0001775564;USA For Africa
MN0000790732;Squeeze
MN0000314155;Peter Allen
MN0000081537;Bourgeois Tagg
MN0001406310;The Dyna-Sores
MN0000782768;Creed
MN0000581859;The Vogues
MN0000771470;Boy George
MN0000815598;Walter Brennan
MN0000011597;The American Breed
MN0000123268;Webbie
MN0000105685;Krokus
MN0000122023;Cilla Black
MN0000178345;Jane Child
MN0000027864;Andre Williams
MN0000851263;Roy Head
MN0000933621;Alannah Myles
MN0000846634;Ne-Yo
MN0001862737;Trent Tomlinson
MN0000815575;Lena Horne
MN0000520033;The Boomtown Rats
MN0000673933;Mandy Moore
MN0000811897;John Michael Montgomery
MN0000604924;Arthur Conley
MN0000818200;Westside Connection
MN0000318910;Verdelle Smith
MN0000407986;Melissa Manchester
MN0000744232;T.S. Monk
MN0000751623;Paul Stanley
MN0000108331;Jack Greene
MN0000145054;Eazy-E
MN0000845187;Saving Jane
MN0000129817;Shabba Ranks
MN0000590285;Billy Preston
MN0000029291;Peach Union
MN0000041857;Souls Of Mischief
MN0002110284;Wonder Girls
MN0000405968;The Real Thing
MN0000762663;The Cheetah Girls
MN0000775406;Chris Cornell
MN0000339490;Rare Earth
MN0000196881;Madleen Kane
MN0000226420;Vivian Green
MN0000359613;Rick Springfield
MN0000205180;Dr. John
MN0000377035;Mass Production
MN0000070773;The Grass Roots
MN0000383889;matchbox twenty
MN0000037252;Sonny Knight
MN0000349555;Jimmy Holiday
MN0000141774;Curtis Stigers
MN0000190632;Dottie West
MN0000571394;A Few Good Men
MN0000587152;Young Hearts
MN0000156886;Spyro Gyra
MN0000099925;Boomkat
MN0000192382;Deep Purple
MN0000393106;The Newbeats
MN0000738674;Donna Fargo
MN0000277549;Lonnie Donegan
MN0000298492;Ruby Andrews
MN0000337271;Jessi Colter
MN0000144446;Edward Bear
MN0000212235;Russ Irwin
MN0000848688;J.J. Fad
MN0000580928;Mitty Collier
MN0000295756;Santana
MN0000099032;Company B
MN0000927501;Arpeggio
MN0000204968;Charlie Byrd
MN0000479772;The Motels
MN0000293896;Rod Stewart
MN0000096613;Bonnie Raitt
MN0000569600;Angels & Airwaves
MN0000620578;Tommy Sands
MN0002002344;Brown Boy
MN0000196976;Gretchen Wilson
MN0003389510;Marc Nelson
MN0000168173;Maria Mena
MN0000144458;Curtis Mayfield
MN0000119651;J.J. Cale
MN0000303626;Kansas
MN0000604852;Aerosmith
MN0000747820;Ten Wheel Drive
MN0000804654;GQ
MN0000294453;Jimmy Hughes
MN0000736318;All Time Low
MN0000073806;The Highwaymen
MN0002114292;The Chanters
MN0000394806;Randy Newman
MN0001661579;Johnny Caswell
MN0000224345;Vitamin C
MN0000033316;Andy Kim
MN0000262794;Hootie & The Blowfish
MN0000936126;Tommy Edwards
MN0000001418;T.I.
MN0000017882;Teresa Brewer
MN0000292129;Robert Knight
MN0000067876;The Headpins
MN0000210143;Lou Bega
MN0000079580;Jimmy McCracklin
MN0000116716;Leapy Lee
MN0000156484;Sponge
MN0000495508;Troy Shondell
MN0000018513;Paul Hardcastle
MN0000765595;Backstreet Boys
MN0002901281;Little Junior Parker
MN0000133719;Fatboy Slim
MN0000202344;Vicki Sue Robinson
MN0001317177;Drafi
MN0000158798;Michael Gore
MN0000021334;Stephanie Mills
MN0000498648;Orianthi
MN0000891338;The Mojo Men
MN0000147294;Cymande
MN0000072041;Bob Seger
MN0000228099;Howard Jones
MN0000190745;Gavin Rossdale
MN0003014650;The Regents
MN0000536321;MGMT
MN0000329468;Jerry Butler
MN0000316096;Mary Hopkin
MN0000050034;Gary Moore
MN0000786991;Claudine Clark
MN0000597801;Tight Fit
MN0000224294;John Fogerty
MN0000633079;Strawberry Alarm Clock
MN0000743878;Stan Freberg
MN0000100487;J.J. Jackson
MN0000102399;Larry Carlton
MN0000077283;Geto Boys Featuring Flaj
MN0000836802;Urgent
MN0000127063;Bell Biv Devoe
MN0000014854;Starbuck
MN0000170180;Tyler Collins
MN0000251375;Johnny Paycheck
MN0000038805;Angie Stone
MN0000824895;El Chicano
MN0000262956;Lighter Shade Of Brown
MN0000274637;Mario
MN0000767622;Billy Edd Wheeler
MN0000325366;R.B. Greaves
MN0000012340;Shawnna
MN0000661318;Giggles
MN0000741431;Fu-Schnickens
MN0000346451;Roy Drusky
MN0002315081;The Sevilles
MN0000472925;The Offspring
MN0000596126;Mott The Hoople
MN0000780451;Conway Twitty
MN0000112387;Jocelyn Enriquez
MN0000116388;Kurtis Blow
MN0000951443;Harold Faltermeyer
MN0000260038;Dinah Washington
MN0000533117;Ice Cube Featuring George Clinton
MN0000665835;Goose Creek Symphony
MN0000151431;Roger Miller
MN0000688900;Young Buck
MN0000035338;Peabo Bryson
MN0000121357;J.D. Souther
MN0000540010;Capleton
MN0000799053;Donovan
MN0000012128;All-4-One
MN0000166785;Dan Fogelberg
MN0000190235;Mad Cobra
MN0001590987;Unit Four plus Two
MN0000349096;Jim Stafford
MN0000677242;Carlo Savina
MN0000306258;Ludacris
MN0000049026;Switchfoot
MN0002886133;Tommy Tucker
MN0000672656;Crime Mob Featuring Lil Scrappy
MN0000050148;The Blendells
MN0000200968;Gene Simmons
MN0000175049;Firehouse
MN0000163256;Feargal Sharkey
MN0000034867;The Belmonts
MN0000449578;Miami Sound Machine
MN0000111523;Jo Ann Campbell
MN0001002843;Keith Anderson
MN0000796690;Don Covay
MN0000064509;Bobby Womack
MN0000284263;Lorne Greene
MN0000662067;Gravediggaz
MN0000011052;Tracy Byrd
MN0000149605;Clipse
MN0000068097;Bob Lind
MN0000478833;The Outhere Brothers
MN0000808214;Joe Walsh
MN0000598794;Morris Albert
MN0000136381;The Cuff Links
MN0000337717;Jerry Wallace
MN0000584923;Dave Edmunds
MN0000180449;Freddie Jackson
MN0000749476;Trisha Yearwood
MN0000830375;Lorraine Ellison
MN0000774588;Kris Kristofferson
MN0000757774;Bertie Higgins
MN0000695401;Yvonne Fair
MN0000612320;The Murmaids
MN0003420680;Stories
MN0000590524;Young-Holt Unlimited
MN0000862343;Mat Kearney
MN0000812241;Wade Hayes
MN0000814898;Lee Dorsey
MN0000925635;Sunshine Anderson
MN0000181321;Graham Parker
MN0001883376;Partners In Kryme
MN0000089710;Billy Paul
MN0000768367;Bobby McFerrin
MN0000753985;Steve Lawrence
MN0000630909;K'Naan
MN0000412513;The Pixies Three
MN0000662797;Ginuwine
MN0000314166;Louise Goffin
MN0000765075;The Honeycombs
MN0000266063;Chris Brown Featuring Jay Biz
MN0000774691;Chris Bartley
MN0000840907;Jennifer Rush
MN0000172582;Franz Ferdinand
MN0000468313;Framing Hanley
MN0000108256;Cheryl Lynn
MN0000475459;The String-A-Longs
MN0000097409;The Rag Dolls
MN0000372322;Natalie Merchant
MN0000581443;Aaron Hall
MN0000007731;Papa Roach
MN0000624282;Joshua Radin
MN0000301955;Lowell Fulson
MN0000169566;The Fendermen
MN0000159214;Dusty Springfield
MN0000393345;Oasis
MN0000162074;St. Lunatics
MN0000110011;Crazy Town
MN0001011769;Wax
MN0000934350;Tom Scott
MN0002489021;Spectacular! Cast
MN0000046120;The Amboy Dukes
MN0000106540;Kris Kross
MN0000169818;Carl Thomas
MN0000861252;Carrie Underwood
MN0000277131;Marion Worth
MN0000155158;Shae Jones
MN0000576979;The Wombles
MN0000870330;Meri Wilson
MN0000623486;The Braxtons
MN0000300534;Little Milton
MN0000840348;Velvet Revolver
MN0000145734;Five Special
MN0000155116;Spyder Turner
MN0000870809;MercyMe
MN0000634180;Brownstone
MN0000258276;Digital Underground
MN0000780215;Jack Blanchard & Misty Morgan
MN0000950805;Glass Tiger
MN0000587079;Sunscreem
MN0000339624;Meat Loaf
MN0000577953;The Steelers
MN0000472089;Rhythm Heritage
MN0000886648;Republica
MN0000833539;Mark Morrison
MN0000524721;Kathy Kirby
MN0000591763;Thunderclap Newman
MN0000739306;Donna Allen
MN0000517074;Brian McKnight Featuring Tone 
MN0000809357;Jan Hammer
MN0000221894;MFSB
MN0000208218;Lostprophets
MN0000762270;Big Tymers
MN0000620603;Edwyn Collins
MN0000081739;Billy Currington
MN0000118664;Basia
MN0000504815;Art Garfunkel
MN0000580485;Willie Hutch
MN0000744442;Alicia Bridges
MN0000709715;Kris Allen
MN0000477410;The Orlons
MN0000124880;Craig Mack
MN0000124881;Craig Morgan
MN0000791483;Dwight Yoakam
MN0000502774;The Rivieras
MN0000129775;Parliament
MN0000325401;Petula Clark
MN0000465822;Michael Peterson
MN0000311674;Vanilla Fudge
MN0000038321;Snow Patrol
MN0000284882;Josie Cotton
MN0000803513;The Dream Academy
MN0000156161;Funkdoobiest
MN0000801762;Floyd Cramer
MN0000047915;Bob B. Soxx & The Blue Jeans
MN0000178536;Edgar Winter
MN0000156749;Eric Heatherly
MN0000098467;Klaatu
MN0000594665;Diana Ross
MN0001186965;Bobby Valentino
MN0000857203;Kay Starr
MN0000935330;Toni Braxton
MN0000193043;Doris Duke
MN0000036641;Paul Wall Featuring Lil' KeKe
MN0000531986;David Bowie
MN0000116760;Laura Lee
MN0000836960;Roger Voudouris
MN0000490805;The Royal Guardsmen
MN0000312522;Van McCoy
MN0000733096;Gorilla Zoe
MN0000228715;Looking Glass
MN0001541500;Billy Satellite
MN0000891434;The Montanas
MN0000197582;Dee Clark
MN0000398259;New Riders Of The Purple Sage
MN0000482787;The Whispers
MN0000784760;The Cowsills
MN0000732709;Taylor Hicks
MN0000747967;Shelby Flint
MN0000342691;Pilot
MN0000859868;Quiet Riot
MN0000325353;Pete Wingfield
MN0000226714;Dem Franchize Boyz
MN0000495288;The Rentals
MN0000784010;Gym Class Heroes Featuring The-Dream
MN0000459328;Michael Damian
MN0000254618;Diane Ray
MN0000466353;Nu Shooz
MN0000840215;Peter Murphy
MN0000625345;The Boys In The Band
MN0000662438;Donnie Brooks
MN0000944310;George Jones
MN0000165011;Dionne Warwick
MN0000400322;The Neon Philharmonic
MN0000100496;Book Of Love
MN0000369430;Kayak
MN0000841286;Jenny Burton
MN0000625731;Seether
MN0000595718;Youngstown
MN0000141838;Eddie Money
MN0000185543;Green Jelly
MN0000799330;Greg Kihn
MN0000098081;Engelbert Humperdinck
MN0000753706;The All-American Rejects
MN0000291909;Limahl
MN0000165624;Change
MN0000806645;Dr. Hook
MN0000853504;Rick Cunha
MN0000252608;Leroy Pullins
MN0000198480;Cat Stevens
MN0000253734;Johnny Gill
MN0000171117;Eddie Lovette
MN0000246611;Judas Priest
MN0000626358;Brooks O'Dell
MN0000015927;Amazulu
MN0000142106;Lauren Wood
MN0000044751;Steve Wariner
MN0000569914;Moby Grape
MN0000582313;The Zombies
MN0000839432;Vanessa Carlton
MN0000820278;Dick Feller
MN0000757342;Blink-182
MN0000583959;Willie Nelson
MN0000889411;Onyx
MN0000408500;Ready For The World
MN0000283335;Saga
MN0000064961;Bob Welch
MN0003360385;The Shells
MN0000368112;Martina McBride
MN0000825168;The Jones Girls
MN0000207498;Etta Jones
MN0000217792;Ringo Starr
MN0000066915;Bob Dylan
MN0000856640;Lil' Kim Featuring Puff Daddy
MN0000771438;Black Sabbath
MN0000800373;Gary's Gang
MN0000159699;Emmylou Harris
MN0000255887;Level 42
MN0000626774;BulletBoys
MN0000089232;Billy Lawrence
MN0000164594;Ben E. King
MN0000016617;Shawn Phillips
MN0000503913;Mountain
MN0000368522;Nancy Martinez
MN0000242573;Len Barry
MN0000923618;The Standells
MN0000198396;Garland Green
MN0001292549;The Uniques
MN0000007384;September
MN0000569685;The Temptations
MN0000396531;Maxine Nightingale
MN0000386603;R. Dean Taylor
MN0000320470;Lumidee
MN0000065590;The Flaming Lips
MN0000290502;Limp Bizkit
MN0000688515;Dave Hollister
MN0000345355;Melissa Etheridge
MN0000137494;Fats Domino
MN0000308072;June Valli
MN0000930722;Timi Yuro
MN0000071409;Bobby Lewis
MN0000116178;Culture Club
MN0000145920;The Ebonys
MN0000159340;Dwele
MN0000792370;Clint Black
MN0000808198;Lou Donaldson
MN0000013825;Splender
MN0000418662;The Psychedelic Furs
MN0000806770;Lutricia McNeal
MN0001239264;Jack Ross
